ITEMID;CATEGORY1;CATEGORY1_ID;CATEGORY2;CATEGORY2_ID;CATEGORY3;CATEGORY3_ID;CATEGORY4;CATEGORY4_ID;BRAND;ITEMCODE;ITEMNAME
25963;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37046;BOOK ADAN ZYE ALEVISM
25964;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37047;THE LAST CAVALRYMAN YAVUZ SULTAN SELIM
25965;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37048;WOMEN AND MARRIAGE
25966;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37049;STORIES IN THE PLEASURE OF TEA
25967;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37050;IS MY HEART POWERED BY ELECTRICITY?
25968;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37051;BOOK MYSTERIOUS UNIVERSE
25969;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37052;MESNEVI GARDEN
25970;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37053;DON'T WORRY, GOD IS ENOUGH
25971;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37054;TELL ME RELIGIOUS STORIES
25972;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37055;TEACH ME HEAVEN
25973;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37056;CHESS/PANAMA
25974;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37057;NUTUK / LIYA
25975;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37058;WALNUT BRAIN
25976;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37059;BETWEEN TWO WORLDS
25977;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37060;TRANSFORMATION /PANAMA
25978;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37061;SHADOWCATCHER IS THE SECRET OF THE LOST WORLD
25979;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37062;MEDIUM SIZE YASIN PEMBE / MERVE
25980;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37063;BLACK DIAMOND (HZ. BILAL)
25981;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37064;PARENTS LEADING TO SUCCESS
25982;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37065;PASSIONATE LOVE
25983;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37066;SCHOOL TRIP-VAMPIRE SCHOOL
25984;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37067;VAMPIRE BORNS
25985;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37068;WHOSE TURN IS IT
25986;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37069;SECRET LOVE
25987;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37070;SEAL OF LOVE CHEMISTRY
25988;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37071;HAMDI HOLIDAY THIEF / MOBILE
25989;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37072;WEPING WILLOW
25990;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37073;PARMAK DICTIONARY TURKISH ING.
25991;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37074;GARDEN OF DREAMS
25992;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37075;BOOK LOCKED
25993;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37076;BOOK FARM
25994;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37077;SHERLOCK HOLMES STANDING CRIME CALENDAR
25995;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37078;QURAN MEDIUM SIZE / BURHAN
25996;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37079;UYGHURS
25997;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37080;AMIR TIMUR
25998;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37081;YELLOW BRIDE / PANAMA
25999;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37082;PASSENGER
26000;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37083;BRIDEGROOM
26001;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37084;ABDULHAMID'S SECRET CLERK
26002;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37085;TANGERINE AND HOPE
26003;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37086;THE ADVENTURE OF THE DOTS
26004;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37087;LILY OF THE VALLEY / VENICE
26005;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37088;CRAZY NEWS WITH SEZEN AND SEZER-RED
26006;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37089;MIHRIMAH SULTAN
26007;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37090;DAS KAPITAL
26008;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37091;AWAY FROM THE BOOK CROWD
26009;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37093;FAIRY TALE CHEST
26010;Home;627999999;Books-Magazines-Stationery;17-60299723;Book;37-1412241;Books;71-60979223;KITAPLAR;37094;YAKAMOZ NOVEL TYPES
26011;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Water Set;73-381019729;GURAL;37095;GÜRAL MEVSIM WATER TEAM 7 PR
26012;Food;8125199;Pastry-Sweets;18-1122731112;Cake Ingredients;47-2011616;Pudding;101-92652770;ICIM;37096;İÇIM PUDDING POWDER VANILLA 125 GR *12*
26013;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Fruity;122-61992429;ICIM;37097;ICIMINO SUT 6X200 ML ALPEL. CHOCOLATE *4*
26014;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Plain;80-101652423;ICIM;37098;ICIM MILK IS 1000 ML. PASTEURIZED *1*
26015;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;ICIM;37099;ICIM CHEESE 350 GR FRESH
26016;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Cream Cheeses;121-601669975;ICIM;37100;ICIM CREAM CHEESE 180 G BOWL *10*
26017;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Strained Cheeses;121-101242429;ICIM;37101;İÇIM CHEESE 900 GR COTTAGE *6*
26018;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Labneh Cheeses;121-31242429;ICIM;37102;İÇIM CHEESE 8X20 GR LABNEH *12*
26019;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;White Cheeses;121-4432429;ICIM;37103;ICIM CHEESE 900 GR *6*
26020;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Plain;80-101652423;ICIM;37104;ICIM MILK 200 ML ORGANIC *27*
26021;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Cheeses;59-2062817;Kashar Cheeses;121-60752429;ICIM;37105;İÇİM CHEDDAR SLICED TOS 500 GR *20*
26022;Paper;14181224;Paper Products;19-602311275;Toilet Paper;52-2425271;Double Layer;110-3810016623;KOMILI;37106;KOMILI YUVAM TOILET PAPER 8 PCS
26023;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37107;SINDY DOUBLE NOTEPAD A7
26024;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37108;ANGEL S FRIENDS SPIRAL NOTEPAD A7
26025;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37109;PEPE 25X35 DRAWING BOOK
26026;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Snack Bowls;73-65752443;GLASSCO;37110;GLASSCO APPLE BOWL
26027;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Snack Bowls;73-65752443;GLASSCO;37111;GLASSCO 65650/B2 KORNETTO ASSURE BOWL
26028;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37112;KIRTA. MONOGOL NUMBER BAR
26029;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37113;KIRTA. MONOGOL NUMBER BEANS
26030;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37115;PEPE PENCIL
26031;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Plastic Picnic Set;73-929716660;PIKNIK;37116;PICNIC BASKET SMALL
26032;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;LARK;37118;CIGARETTE LARK SLIM 100 BOX
26033;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;MONTE CARLO;37119;NON-MONTE CARLO RCF *10*
26034;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;MONTE CARLO;37121;NON-MONTE CARLO SLIM BLUE*10*
26035;Cleaning;246161229;Household Cleaners;15-2411716697;Insect Killers;32-101226;Feeds;187-99612475;DETAN;37122;DETAN INSECT BAIT C. POWER*24*
26036;Cosmetics;141829166;Hair Care;22-1012338166;Hair Stylers;69-22221299;Foam;148-609260112;EGOS;37123;EGOS FOAM HARD B.PROTECTS 125 ML
26037;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;CAMEL;37124;CIGARETTE CAMEL BLACK*10*
26038;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;MONTE CARLO;37126;NON-MONTE CARLO SLENDER RED*10*
26039;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Turnip Juice;27-221158;Dessert;179-97972931;DOGANAY;37127;DOĞANAY TURNIP 2 LT SWEET PET *6*
26040;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Turnip Juice;27-221158;Spicy;179-23292938;DOGANAY;37128;DOĞANAY TURNIP 2 LT BITTER PET *6*
26041;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Turnip Juice;27-221158;Dessert;179-97972931;DOGANAY;37129;DOĞANAY TURNIP 300 ML PAINLESS *24*
26042;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Tea Cup;73-383816675;PASA BAHCE;37130;P.BA.62511 AIDA TEA GLASS
26043;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Water Cup;73-38101465;PASA BAHCE;37131;P.BA.52352 CUP*8*
26044;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Coasters;73-38233131;PASA BAHCE;37132;P.BA.54411 ARABIC TEA PLATE TK.
26045;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Pitcher;73-386110175;PASA BAHCE;37133;P.BA.80318 GARDEN JUG
26046;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Coffee Sets;73-65752324;PASA BAHCE;37134;P.BA PENGUIN 12 PRC CUP SET
26047;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Snack Bowls;73-38436024;PASA BAHCE;37135;P.BA.98545 MINI BOWL WITH FOOT
26048;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Kitchenware;73-43382329;PASA BAHCE;37136;P.BA.98665 LANDMARK MEDIUM JAR
26049;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Water Cup;73-38101465;PASA BAHCE;37137;P.BA 52952 CUPS
26050;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Pitcher;73-386110175;PASA BAHCE;37138;P.BA.96080 SETHAN WATER SET
26051;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Kitchenware;73-43382329;PASA BAHCE;37139;P.BA.54421 HABITAT TEA PLATE
26052;Food;8125199;Legumes-Pasta;18-4236031;Legumes;40-211415;Rice;78-92752731;YAYLA;37140;HIGHLAND RICE 2 KG OSMANCIK *10*
26053;Food;8125199;Legumes-Pasta;18-4236031;Legumes;40-211415;Other Legumes;78-65752329;YAYLA;37141;YAYLA BULGUR GOURMET 360 GR GRECKALI *8*
26054;Cleaning;246161229;Household Items;15-2411716670;Plastic Household Items;86-6279920;Plastic;73-92239760;LUX;37142;LUX L-292 LILLIUM TRIPLE HANGER *60*
26055;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Grater;73-75272465;LUX;37143;LUX L-295 ELEGANCE HAND GRATER *48*
26056;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;37145;MCQUEEN CAR
26057;Cosmetics;141829166;Shower-Bath;22-6511210154;Liquid-Gel Soaps;66-22122712;Liquid;43-1011172929;HSAKIR;37147;HSAKIR S.EL SAB.400+750 ML ALMONDS*8*
26058;Cosmetics;141829166;Shower-Bath;22-6511210154;Body Shampoos;66-2725325;Shower Gel;141-651019331;HSAKIR;37148;HSAKIR. DUS GEL 250 ML ZEY. OILY HONEY*12*
26059;Cosmetics;141829166;Shower-Bath;22-6511210154;Shampoos;66-2211620;Shampoos without Cream;139-6010116661;PALM;37149;S PALM. SHAMPOO MILK & HONEYSUCKLE 700 ML
26060;Cosmetics;141829166;Shower-Bath;22-6511210154;Bar Soaps;66-1412412;Hand & Face;137-241662499;PROTEX;37150;PROTEX 4X75 GR FRESH ECO *9*
26061;Cigarettes;22128121;Cigarettes;29-101297023;Cigarettes;82-221281;Foreign Cigarettes;171-992716670;VICEROY;37151;NON-VICEROY D-RANGE RED (KS BOX)
26062;Baby;262614;Textile-Clothing-Accessories;12-972460101;Laundry;26-31161;Children’s Underwear;39-386023101;BERRAK;37153;BERRAK 1501 CHILD ATHLETE 2
26063;Home;627999999;Personal Interest-Entertainment;17-602910129;Car Care-Accessories;36-18241899;Car Materials;67-90614324;CARPEX;37154;CARPEX MOTOR TEM. EMBER. PAR.
26064;Cleaning;246161229;Fragrances;15-609060112;Air Fresheners;88-185199;Spray Perfumes;193-1019923112;CARPEX;37155;CARPEX GAUZE FRAGRANCE LILY
26065;Cleaning;246161229;Fragrances;15-609060112;Air Fresheners;88-185199;Air Fresheners;193-60239031;CARPEX;37156;CARPEX TORPEDO SILICONE CLASIC
26066;Home;627999999;Personal Interest-Entertainment;17-602910129;Car Care-Accessories;36-18241899;Car Materials;67-90614324;CARPEX;37157;CARPEX GOJO STEEL TOW ROPE
26067;Paper;14181224;Wet Wipes-Towels;19-291013123;Wet Towel;49-1222151;White;105-4994323;FRESH N SOFT;37158;FRESH SOFT BABY REFIL 100PCS *96*
26068;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Plastic Snack Bowls;73-92973824;UDAG;37164;PRT. UDAG WA0039 SNACK BOWL
26069;Cleaning;246161229;Household Items;15-2411716670;Plastic Household Items;86-6279920;Plastic;73-92239760;TILLO;37167;TILLO 1604 PLS. VACUUM MEDIUM *12*
26070;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Soft Candy;164-9910116660;ELIT;37168;MR. DRY. ELITE PORT. FILLED KG
26071;Cosmetics;141829166;Perfume-Deodorant;22-922375100;Colognes;68-14181518;Traditional;144-70312760;EYUP SABRI;37169;ARM. EYÜP S.T.PLS. DRUM 1 LT *16*
26072;Breakfast Products;14110271;Breakfast Cereal;20-602356117;Breakfast Cereal-Muesli;57-1411027;Form;80-100756190;SOLEN;37171;SOLEN OZMO POPSY CYLINDER 24 GR *144*
26073;Confectionery;22614621;Chocolate-Wafer;27-38296090;Wafer;80-818721;With Coconut;162-56293129;SOLEN;37172;SOLEN BISCOLATA NIRVANA H.CEV. GOFR.100 GR *12*
26074;Confectionery;22614621;Chocolate-Wafer;27-38296090;Wafer;80-818721;With Hazelnut;162-100272931;SOLEN;37173;SOLEN BISCOLATA VENI 110 GR FIND. GOFR.*24*
26075;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;37174;MR. DRY. FÖLEN TURKISH DELIGHT TUM FIND.350 GR.
26076;Confectionery;22614621;Chewing Gum-Confectionery;27-101236029;Festive Confectionery;81-222128;Gift Candy;165-29616024;SOLEN;37175;FÖLEN ISTANBUL KOLEKS. 225 GR *6*
26077;Toy;182825173;Educational Toys;25-43246023;Toys;78-18282517;Baby Toy;158-416611223;OYUNCAK;37179;MYVE VEGETABLE CUT SET 1
26078;Cleaning;246161229;Household Cleaners;15-2411716697;Toilet Cleaners;32-2425271;Liquid;188-31609729;FAY;37180;FAY SALT SPIRIT 500 GR
26079;Home;627999999;Textile-Clothing-Accessories;12-972460101;Laundry;26-31161;Women’s Underwear;39-42723101;BAYRAK;37185;FLAG 111 WIDE STRAP FENCE BADI
26080;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Snack Bowls;73-38436024;PASA BAHCE;37187;P.BA. BURAK LARGE LIDDED BOWL TK.
26081;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Tea Cup;73-383816675;GURAL;37188;GÜRAL ZEN S1X TEA SET 12 PRC
26082;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Jar-Food Container;73-60275443;GURAL;37189;GÜRAL CUBE 225 STORAGE CONTAINER
26083;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Plate;73-3861974;GURALLAR;37190;GURALLAR DEFNE 244 KAYAK 2 SEATS
26084;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Water Cup;73-38101465;GURAL;37191;GÜRAL MEVSIM 220 WATER GLASS 6 PCS
26085;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Snack Bowls;73-38436024;GURALLAR;37192;GURALLAR VIRA 245 GLASS BOWL 6 PCS
26086;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Glass Tea Cup;73-383816675;GURALLAR;37193;GURALS ARE BUNCHED UP. TEA BARD.6 PIECES
26087;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Plain;80-101652423;HALK;37194;HALK MILK BOTTLE 1000 ML *6*
26088;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Fruity;122-61992429;ICIM;37195;ICIMINO MILK 6X200 ML WITH BANANA *4*
26089;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Fruit Juice;27-1662827;Orange;114-92752323;ICIM;37196;DRINKING M.JUICE 1 LT ORANGE *12*
26090;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Milk;59-22252499;Pasteurized;122-921019029;ICIM;37197;ÜLKER ICIM MILK PASTEURIZED 500 ML *20*
26091;Breakfast Products;14110271;Milk-Yogurt-Cheese;20-1011129754;Yogurt;59-2818825;Plain;80-101652423;ICIM;37198;İÇIM YOGURT 650 GR WITH FAT *9*
26092;Milk;222524999;Ice Cream-Dairy Dessert;31-65902765;Milk Desserts;84-22252415;Fruity;122-61992429;ULKER;37199;ULKER DOLCIA MASTIC PUDDING 6 X150 GR
26093;Paper;14181224;Napkins-Tissues;19-61242765;Tissues-Napkins;51-141812;Napkins;109-92389731;KOMILI;37200;KOMILI NAPKIN 200 PCS
26094;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37201;POP PIXIE BOX FOLDER WITH HANDLE
26095;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37202;PEPE NOTEPAD 80 YP A6
26096;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Snack Bowls;73-65752443;GLASSCO;37203;GLASSCO 19260 STAR SNACK BOWL
26097;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Plates;73-65702360;GLASSCO;37204;GLASSCO 22170 CRYSTALLIZED CAKE PLATE
26098;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37207;SPIDERMAN BAG 20225
26099;Home;627999999;Books-Magazines-Stationery;17-60299723;Stationery;37-14122124;Stationery Supplies;70-60239970;KIRTASIYELER;37208;BAKUGAN PENCIL HOLDER 24825
26100;Cleaning;246161229;Household Cleaners;15-2411716697;Insect Killers;32-101226;Mat Machines;187-61612931;DETAN;37210;DETAN ANT BREAKER 250 ML
26101;Cold Beverages;221882514;Non-Carbonated Drink;13-702343101;Turnip Juice;27-221158;Dessert;179-97972931;DOGANAY;37212;DOĞANAY TURNIP 330 ML PLAIN*24*
26102;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Other Plates;73-65702360;PASA BAHCE;37213;P.BA.10271 MARMARA TAB. SERVES 6
26103;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Snack Bowls;73-38436024;PASA BAHCE;37214;P.BA.53523 KARAMAN BOWL
26104;Home;627999999;Kitchen Utensils;17-6111297100;Kitchen Utensils;39-1625247;Sugar Bowl;73-101607529;PASA BAHCE;37215;P.BA.97236 PERLA SUGAR BOWL WITH LID
